@RELATION donnees
@ATTRIBUTE text STRING
@ATTRIBUTE eval {-1,1}
@data
"honestly many people disgrace not freeman spacey role apparently right really time hell watch course not much as really not theater business not heck Edison honest role stupid well player more attention story story core guy not credit story smart ass journalist story time learning real journalist boss freeman agent still heart justice cool j brilliant investigator end happy story not just sick guy n't money time",-1
"amateur budget film surprisingly good however not brad atrocity hideous smith promise camera direction serious more camera run gimmick just n't special effect unimaginative problem effect real time rip ear n't actor real ear blood scenery bland boring Mr venture music cheap motel porn really bad guitar metal scenery comment mention lack real plot character development apparently scriptwriter n't funding guy stop i home movie not just as bad normally director previous effort not thing amateur filmmaker definitely not popcorn film course popcorn kernel less painful effort award bad military push up film",-1
"well very sloppy sloppy bad least acting n't bad n't good pretty much none character likable least minute time hour not full potential great idea yet good idea different place just mostly predictable ending n't predictable badly n't not worth bullock element away type just n't really worth very maybe more disappointed really good bad all not bad n't idea much character super smart very cheap way plot hole cover volcano cheap tape not pretty theater video pretty much",-1
"at great character profile plot right direction however as director wrong kind thing just lot character identity bad lot implicit word thing n't title no title fit title preview actor well good director writer maybe good n't new terrible Friday opinion n't time money",-1
"so film producer money bullock wardrobe before clothes congeniality Ms bullock role before many reviewer film very formulaic deja vu viewer character somewhat dark more story rapidly fest bad boy serial killer good film good guy partner partner evidence character fact none character film dimension trite stereotype term serial killer false advertising person murder not serial killer potential serial killer not serial killer spree killer",-1
"Alfred kind thriller set standard high director suspense fatally main subject bullock vehicle idea almost classic rope student gratuitous crime philosophy clue boy master transfer screen minute technical riveting tour force murder number not single room rope mind supreme originality pit evil youngster never very different actually bullock woman living man partner shy clueless girlie boy performance not really not as good as Norton primal fear well rope good",-1
"let world second well type Edison really stupid bad guy goon loose bullet good guy wall pillar finally good guy face face instead instead wasting guy much grief instead just up pop bad guy talk good guy talk gun nothing talk shoot shoot thing end newspaper prise winner story right here right page paper time story fast yea type stupid yea well Edison nutshell Mr cool freeman shifty eyed tough spacey phone role completely cool j literally single moment girlfriend damn night club all line duck lethal weapon never nonsense time talk little cocky bastard bright spot crazy Dylan good training day impression pretty yea scandal city Edison fictional special unit police force r t i not stuff up obvious play S w t little journalistic super singer boy foul afoot murder undercover frat story boss freeman trust way big sinister blah blah blah pelican brief training day slow script horrible extremely uninspired people coma just n't damn stupid harder sort review brain second no basically not time",-1
"except nice cinematography hardly positive single real issue protagonist dilemma childhood friend world misery up life abundant emotionally powerful scene not bad fail atmosphere director dilemma eventually easy solution character not difficult character sonny actor not much self amateur more superficial script away potential plot bad acting appeal",-1
"they plot filmmaker bus station blank story hick town urban ghetto just exactly young boy grainy slow motion voice narration stop bus station stock footage young boy grainy slow motion easy spot writer director quiet contemplative long haired never composition book pant superb talent ticket there no talent display still n't here hint auteur character middle hour figure man still high school prison apparently high school warden principal more poor misunderstood rebel pound pavement murder pillage powerless stand alcoholic father kid numerous fist fight scene apparent purpose howlingly bad dialogue many scene badly cartoon character up bit player extra unintentional laugh premiere audience extreme n't quite self important speech slow motion scene just overbearing music clue poor up lot frequent flier mileage travel country amateur regional film big sin audience sympathy kid old lady puppy tree all sad sorry life hick town college yeah ticket filmmaker life far important interesting world n't onscreen autobiographical auteur well shoulder policeman fugitive warrant",-1
"a lot people film somewhat bad bad review minute heck plot film storyline nothing sure somewhat shocking n't up time n't really character most time believable able most time away like actor film real reason watch just n't little too much film n't judge n't good idea plot character overall feel too high really vote top",-1
"a horribly pointless bad boring film stranger fiction nothing new character most unimaginative stereotype clunky central concept particularly original vaguely innovative way totally presumably answer usual routine admittedly very funny discount night well pretty much nothing no more mildly review i up oscar nomination laughable maggie passable job very weak script nothing character law student baker people happy up character utterly ludicrous marc attempt up film graphics uninspired material work choice watch prestige time wish prestige",-1
"a badly character comedy drama abruptly n't awful Indian polemic lousy special effect exploitative use nudity ugly violence as sincere politician handshake obvious car salesman pitch worst history universe absolute utter dreck",-1
"soldier blue pretension pretension profound statement man inhumanity man white man exploitation brutality indigenous people unflinching sardonic commentary horror well sorry miserably thing soldier blue actually pernicious trite badly dishonest rubbish reviewer nail head saying hybrid entirely different basically lame poorly odd couple romance prejudice other lifestyle love sickening massacre n't excuse repulsive prurient gore cute little native American child variously loving graphic close large native American woman up excuse box office repulsive intention very badly shot bunch actor bright red paint few special effect sequence dismemberment dismemberment incidentally real amputee exploitation pap ludicrous commentary end protest indictment American brutality native people film n't plight native American character care nameless faceless innocent instead silly white bread romance lousy actor least plenty blood gut head curious terrible shame sand creek massacre real life massacre all civilised nation century just n't",-1
"the strong cool j deed undercover police officer partner practice possibly bad guy robbery murder deed drug dealer up dirty cop conscience big name freeman well show promise short as soon pollack opportunity good people possibly repeatedly teenage girl talented actor hard not talented hard work save well fact talented year film unconvincing just singer million record stadium not automatically successfully film hardcore fan not able obvious lack talent aside few plot hole pollack sudden sniper ability deadly operation warehouse machinery much thoroughly disappointing",-1
"this well worn story man escape hangman noose reluctant bride sexist racist exactly time never example woman respect Indian warrior completely unable fight erstwhile husband member eager real man saddle care thing just fine sense fifty there really stupid scene horsewhip actually second time horse never time probably eye pretty hard grab whip fight Indian bodyguard third beaten pulp second wind later successfully bloodthirsty Indian flick squaw never diplomatic skill year way attempt just keen hold yeah right woman just way trail finally convincing role just jerk unrealistically lucky hair scowl lot totally unconvincing fiery tomboy reason runaway horse cliff film end way predictable few obstacle heck woman up doll doll total lack suspense total waste time scenery kinda dull big miss",-1
"begin poster freeman entire fraud stereotype nothing nothing new least minute just cool j way cop basically corrupt city secretly backbone business town watchful eye hot shot politician almighty law organization frat ass loony cop beating girlfriend frat corrupt greedy end mistake young talented journalist hour later series unbelievably bad scene more stereotype line happily final line n't n't film roll freeman spacey barely min altogether",-1
"happen copy not money responsible terrible student film understanding medium film absent god awful story original twilight zone series unoriginal lame change tone lead character reaction ghost laughable film friend family i afraid not entertainingly bad amateur extreme",-1
"frankly i basis dazzling review smith nearly hour debut written pal action clunk music script simply dire actor exception gardener mediocre good support effort young filmmaker brilliant not surely mistake again script actor film low budget member public purchase just not up",-1
"it dramas bad almost point very funny script absolutely dire direction appalling lighting purely armature thing true bad good sound design quite bad suspense story hard n't least speech continuity problem door shot finally not least acting appalling professional production very much university medium project sorry sorry name",-1
"when captivity many word mind unfathomable mid late ninety basically ripoff scream new saw knockoff beginning film classic still demographic successful doing new level degeneracy fourteen year old girl feel hardcore hip load boring crap hell n't good still bad surprised movie love interest psychopath not never life",-1
"i thank succinctly captivity guy drug girl drink torture pose captive sex single twist punchline film torture slow motion date rape not good not bad good just bad critic spoiler code not vile up garbage n't money poop peddler",-1
"the reason filmography day least comment film asinine many 21st century grind house fodder gratuitous simply revolting n't character care cretin pen crap money date wisely minute adjoining theater adventurous entertaining free hard probably much high rating simply utter poop captivity minute",-1
"absolutely fantastic legion cinema purist much as quite simply bad film certainly bad film i cinema impressive as daredevil big screen Daniel gillie unconvincing good downright awful bad course n't script much emotional depth daphne celeste single characterisation defence plot stretch term slightly thin non existent gore scene undoubtedly brutal irrelevant laughably formulaic plot model various visceral torture psychological physical torture scene disconnected set piece emphasis squarely shocking audience really very very few positive film feature very flaw dreadful film never more vocal audience cinema minute entire cinema stitch way laughter film appalling film making way truly cinematic achievement blueprint future directorial wannabe minutely not film p mention free laugh still money really bad",-1
"the documentary kor holocaust survivor experiment twin primarily version comparison emotion survivor twin experiment obviously great review topic dare contrary opinion too large emotion maker obviously viewer user review eric obviously nothing critical issue public forum sweet nectar many dramatic sequence group Jew kor Jewish center word kor own time sappy dormant emotional repertoire loose enough clearly more strong willed kor Nazi captor least viewpoint kor past public statement Nazi new territory meat inedible fat act forgiveness obviously very sick cow mission test theory forgiveness order wound past way promised land Arab issue face dialogue good understanding situation heavily debate discussion Jew forgiving Nazi Jewish center not teary eyed n't hard obvious contradiction statement firstly immediately body language defensive unwilling listen room full Arab scholar teacher comment show much waste time effort money entire act Dr professor education university just right kor statement asleep apartment finally Jewish center grilled meaning forgiveness right wake trauma act chase end n't badly deep apart purely trivial just sufficient sure holocaust viewer memory barrage tear kor subject documentary unable fair discussion discussion ability stance forgiveness good complete unwillingness lastly retarded today n't difference peace forgiving user i n't forgiveness weak quite contrary just hold soul perfect layman definition peace guess world propaganda blind faith political correctness room question more human mind fathom p S dictionary certainly book list",-1
"i type film especially horror survival not up hype surrounding n't point originality nothing wrong theme just cop film slasher journey wood killer as lately crazy family line wrong turn twist obvious survival up way short comparable film just not original way film weak way plot superb special slew factor n't bank note acting never n't blame actor director dialogue good mediocre actor never not n't talent pull mention standout man film certainly seriously needs more training ready carry film actor potential never watch n't grainy film look yes little bit film magic glory day film today film gimmick work n't case just not too many flaw wind film not think good job grain good quality grain different script good direction possibly actor probably as far tech aspect opinion never quite good care audio sound directly camera nothing wrong shot too soft taste all",-1
"this incomprehensible horribly low budget piece awfulness n't vocabulary dire turgid boring just plain strange effort post apocalyptic guy beach slaughter chaos incomprehensible n't head tail seriously up national lampoon totally really awful not bad good cult way just awful awful awful awful honestly still n't watch intention loving tell gerbil acid n't well",-1
"this big pile crap not maker band making plot fade fast nothing watch paint dry much cover actor awful plot fast much not good thing crap rent waste money really national lampoon waste time act direct hole money rental cost time",-1
"i work hotel concierge word nothing remotely accurate character j fox simply not pocket theater ticket let anybody use room afternoon delight time spot organization clef very definite standard ethic seriously similarly untrue concept end simply gold key emblem employee key badge honor knowledge whole application process organization film nothing unfortunate perception concierge nothing money mercenary short disservice organization comment",-1
"end world uneventful odd supposed total destruction earth main character kind scientist i not exactly sure kind job government facility security man job monitoring transmission space actually more hobby not job job protective suit dark room least that good figure apparently plant not exactly top secret scientist wife way dinner while message space major earth disruption over message space able wife late dinner party party moment later china major earthquake lee really n't much lee lackluster performance line appearance boring enough stupid element lee z grade lot stock footage earth",-1
"this most boring horrible lee good hardly good opening scene n't title end world truly bad close end bad die hard b fan brain vomit",-1
"end world good box cover bad big fan mega star actor lee tentacle good cast not good film beginning promising turn tedium many part too dark rest cast briefly dean security guard good good fun animater doll lee film star john dean well dean never lucky end world big budget good storyline dean good alligator game death lollipop glutton punishment watch end world dare awake whole",-1
"what film n't happen just n't amazingly people setting record most filler screen time single mystery clue possibly just hard end lot radio signal illegibly pet monitor guy lecture plot finally aside as quickly possible alien home world Utopia happy blow earth guess n't wealth guess minute work art garbage crew minute feature film watch peril not funny bad just bad",-1
"i film festival fairly solid expectation great cast closing festival good right wrong trouble film director directing episode wiseguy unknown actor director writer wiseguy feature debut blah well director writer Edison picture spacey homeless man actor film disaster absolutely mixture cop hard nothing new Edison bad direction bad aforementioned episode wiseguy good direct video i example just bad silly moment Edison freeman apartment reason rock roll music creative criticism belle apartment candle vintage firebird guy head good stay Edison",-1
"Christopher lee favorite actor i view work single presence unfortunately not low production disturbing love film",-1
" end world singularly underwhelming cinematic experience full story scientist message space independence day message stuff massive disaster scientist late radio huge earthquake just china start message disaster world figure message message space wife eventually message convent visit normal priest bored lee scientist adamant really message convent wife secretly convent alien priest nun alien lee force scientist order return planet alien special element alien all home planet sort tacky transporter platform lee alien left couple earth sort hokey decision lee walk transporter couple monitor stock footage natural disaster world alien earth couple n't point walk transporter shot planet earth end never dull life most underwhelming i scientist wife bad hero protagonist screen n't earth disaster monitor heck earth n't thing good kind story film overwhelming sense doom action atmosphere nonexistent actor folk dull flick pace much almost card work n't much band production n't bad lee bad film Starship invasion well sorry Starship invasion actually goofy fun Starship invasion terrible terribly entertaining end world much much much dull inert entertainment value whatsoever",-1
"it lee huge bank 1970s computer noise letter screen radioactive isotope not dark noise volcano evil alien nun tidal wave earthquake car coffee machine as entire planet blow earth film incredibly numbingly dull answer friend % shot most long track pan combination occasionally nothing crew endless shot protagonist car again stuff car just endless parade nothingness stupefaction somebody just something dialogue terrible maybe minute different scale typically meaningless line script destruction world stock footage justified speech lee head alien planet earth abundance disease universe planet light year away Neanderthal script sort motivation Japanese monster suit year old thing most god awful line English language buster beggar belief year star war close lee always smart useful actor sure knowledge limit line kill agent pile n't",-1
"this film great cast lee dean solid b actor all downer n't sort advantage none character meeting screen lee scene motivation alien drop hat just repair ship main character most friend not wife crucial need peaceful race planet cause too many disease offer main character wife spot society most film man wife drive walk stand desk nothing almost taken rest planet end just vengeance death really lee seventy low budget fall narrow range celluloid star odyssey target earth",-1
"i theater kid always experience horrible good commercial commercial great late explosion special effect entire n't sort alien alien never actually far as clearly case buck cheap scam people world innocence day bad people bad bad",-1
"that question left much great cast bad left audience completely unconnected character not sense all studio perfectly good premise hell all good smart story never good turn pile crap time hope sake freeman spacey oscar winner never big screen as bachelor degree journalism whole story just utterly laughable just script potential execution awful just no",-1
"this terrible not 1st minute bomb bad plot monster fake mouth doctor xylophone kill monster just plain bad n't time",-1
"wow just t v scary g n't really scary worth watching people spoof n't spoof need humor low budget crap fest n't shred humor n't much sense basically goofy monster man rubber suit closet people never monster violence bloody aftermath newspaper people monster guess good enough military feebly monster n't much large man very bad aim military wow u military pathetic monster hard kill n't much shuffle occasionally second head mouth shriek slightly interesting total alien ripoff deal scientist xylophone monster hard lot poor sound quality monster main wimpy guy long n't monster closet chance sense senseless",-1
"now just curiosity way watch car crash fact spoof not god awful directing dialogue seriously poor more episode tale poor okay few criticism doctor heart attack monster never monster attack heart army launch shell bullet monster foot doctor doctor not missile still alive army attack yard away flame thrower thing no more metre monster professor soldier classroom ceiling monster kid soldier n't shoot monster monster power ranger scene good guy priest girl doctor reporter all shocked reaction line hand mouth natural general just away time time general refuse electricity n't acting awful rubber suit monster god awful music non stop",-1
" alley bit slim bit mess man lookalike blond hair premise old woman screenplay age discrimination young nephew pose writer not original idea not very good lousy acting inane dialogue ridiculous plot plot writer crush admiration character mystery actor brother wooden torture watch scene film",-1
"1st horror flick 13th version n't much redeeming story bunch stupid people radio program year kid wood as homage supposedly stupid people connection actual event sister one again stupid guess murderer again very beginning mystery whatsoever all n't n't American people little high least experience not",-1
"this piece n't really worth simply bad horror actor bad bad whole plot silly nearly shame",-1
"without doubt bad film i money plot sorry scary moment n't well special effect hiding bed n't killer right start nothing scary whole fact vaguely interesting bit kid sister misty shower nurse top film idea not horror",-1
"this outrageous outrageous mean awful more fun paint dry local hardware store august day migraine heat stroke acting progressively bad movie advanced director euphoric drug apparent final scene misty shot death prudent blink post not intelligent truthfully wonder eye nail gun bear mind nail gun probably good story friend",-1
" American nightmare officially opinion pat time friend oddly k mart version friend coffee shop American nightmare pirate radio guy beard most exciting aspect chandler joey mean rest bad liner gang all big fear bearded unbeknownst crazed nurse serial killer crazy nurse proceed sorry again fear life fear stunner voodoo old lady denture no really rotten crazy nurse spree motivation there nothing viewer jump blow again absolutely regard one American nightmare care one little bit local blockbuster copy American nightmare freezer",-1
"this bad horror acting terrible horrible cheesy talk predictable plot never again waste time soon as all copy scene many horror prank phone night psycho knife absolutely ridiculous not thought horror pretty hilarious talk great scary not cheap rip scary movie example least good actor maybe good horror",-1
"when case thought really interesting mom throw pile dollar section blockbuster home minute let few line friend little bit least decent actor bad n't painfully slow pace actually interesting gut few laugh line much scene actor hysterical fit laughter delivery line amateur n't close acting film film good really good drug most pointless thing i displeasure not",-1
"when horror more willing disbelief sub par production value plot hole interest good scare simply no good scare offer n't camp bad dialogue bad bad direction predictable poorly music camera work wretched costume bad really bad actor obviously terrible contrived dialogue obvious lack direction doubt rehearsal watch contrived surprise ending tremendous endurance quite easily bad i n't normally review bad complete waste time watch n't writer director impression killer woman kind bold daring cast hour film new age citizen group grader scene pageant truly substance sad really reason true atrocity hand fate space mutiny American nightmare n't bad i",-1
"so reading comment film sure bunch rave review funny thing most rave review sound person well small group open house groupie truth friend film truly just independent doe n't free musical film stage local community playhouse probably sure actor b actor dance decent sound equipment well score e lyric witty charming n't unfortunate experience actually deeply embarrassed involved",-1
"i feel totally need blockbuster rent homemade mess not musical complete waste time evening n't place somebody heavy drug night deal i good film film school film school fact quality work just very bad view song not song just banter sound section good musical n't",-1
"the single bad film i theater film film festival mind film festival interesting premise just apart time all musical musical talent music cheesy piano playing stereo room lyric terribly n't obvious rhyme rhyme far work people musical right not case luckily half singing rhyme most time cringe especially harmony just music pretty good lot dialog terrible well most scene obviously n't enough coverage scene just bad editor consistently line terrible choice cutting film least director willing wanted script hook musical hope investor sure music mistake again",-1
"normally much good thing time write review disappointed spent hour just chest name freeman bankable bet well just terrible impossible disbelief really just n't stick music dreadful performance presence actor character n't boast dreadful plot badly definitely wonder really actor surely actually script taking not poor money course time more really quality work cool j great actor lot more screen time freeman spacey really term poor script audience hell going crap short apart great lineup badly very disappointing",-1
" pope newly food critic flamboyant overbearing mother move aghast turn event restaurant owner mother exchange maybe restaurant predictably daughter warming mother numerous problem character universally dimensional self hateful character mother superficial shallow colleague magazine bitchy opportunistic message woman unable male assistance bad bad bad acting uniformly dull script uninspired film grace new city not film",-1
"i n't great neither awful mother character much turn channel just daughter sit almost job madness home respect fear mother up fast near hotel house rule mother house all n't giving chance really sorry",-1
"i sound old person frankly n't too many generally just bad worse quite vehicle bread sweet sex scene nothing value mother la chorus girl incapable clearly n't woman more capable high school legally set life journey daughter not believable job role promotion n't great opportunity ball too female employee step up ready writer as opportunist just career oriented person advantage wide open opportunity lack self discipline coworker girl apparently n't concept promise boss case daughter grudgingly mother temporary basis mother woman life adulthood like pariah apparently writer tripe not not common thing parent act child child child just more societal baloney force throat as public stupid creative offering sad stupid young male restauranteur real not dimensional tv character mother not much old quite attractive end fall daughter shallow girl cuteness youth ordinary bland way opportunist young woman nothing girl far more attractive physically believable reason audience restauranteur preferred daughter uptight selfish self b mother unbelievable disrespect mother woman kindhearted sweet tempered humorous joie vivre daughter not course mother flaw husband demise stupor year supposedly smarmy daughter regardless way character not baloney waste valuable viewing time actually baloney where mustard",-1
"roommate sugar bobby lee dude shopping day secluded island girl reluctantly thug year age fortune all just pretty much bookend pretty much long flashback girl island subsequent fight cannibalistic family extremely horribly involved point bad poor hank truly much much well much as n't barracuda film make citizen eye candy pair tit baker grade sky extra vintage ad various drive food trailer kid nudity centerfold girl part time wife nudity psychic killer alive barracuda",-1
"first just love episode episode mockery entire n't episode successfully bad episode entire series story line chaotic joke crap way question game example how stupid previously simply embarrassing clear writer idea really too bad",-1
"this really o rating negative age shark series episode however proof shark lazy absurd self indulgent not worthy rubbish quite possible ridiculous still fun pirate Caribbean mummy count monte fun not seriously however thing ridiculous bad thing i bad episode i absolutely dreadful basement make most seriously",-1
"i bloodsucker ago part just too dumb review again excessive watery blood beginning just plain not whip wind friend super low budget effect still crap fest mistake way too many count actor not theatre teacher final verdict n't horror flick star possible",-1
"nothing character personality n't end never no middle beautiful shot not beautiful n't n't no plot character theme idea symbolism discussion dialog nothing good point good soundtrack proper watching n't worth time really interested buying soundtrack all headache impatience",-1
"there lot pretentious people kind beautiful ignorant fool n't obviously dross hem artistic book good director few almost self parody pretense director almost equally embarrassing return piece artistic nonsense difficult apparently study alienation good way film viewer",-1
"it probably just not watch picture up volume tv high possible level order percent dialog still audible chance slim people voice nearly ambient sound package footstep cigarette volume up level voice least neighbor phone police scene loud environment disco diving remote turn art art field audio effort time war international criterion atrocity half hour nothing picture",-1
"my girlfriend zombie chronicle joke little joke film up thing zombie chronicle drinking bleach rubbing sand eye letter brad American civil war tax maths sex old lady aka draper guy n't properly good ting kick door good film worst film white noise light never film many mistake girlfriend live shame piece crap news just film fact not",-1
"since category good funny cartoon series mediocre outright horrible fare year old past year obviously tyrant idea character stupid new one voice like nancy cartwright not sense continuity ex episode day tommy new puppy subsequent episode aforementioned dog never creator mercy all special not as horrible episode stupid grandpa god good character real purpose needlessly fluffy thing different new episode kid adult fun no all up bad",-1
"comment spoiler barely appointment tv music scene don almost case very nasally obviously pregnant n't f g triple agent tonight episode paranoid nut job obvious amateur gun elevator n't trained experienced field agent 1st door many time hand hand fighting n't job not nut job look away head eye not up fiber optic wire ceiling stripper pole second scene as much as chubby frumpish very charming sexy sidekick love interest Friday night well engaged don distress word code t ready kill light drop elevator nut job beat submission nut job bad guy up gun up shot i hope fun",-1
"here wave hand salad order work charm genius bullshit detector pass i channel very careful day useful far too often n't broken idiotic crap careful remote supposed fascist propaganda people invisible realm control mastery most inane completely unbelievable contrived still air geek much well hard time true blood nonsensical drivel pass firefly like fall season mindless stuff logical sense just",-1
"the math aspect merely gimmick tv apart million cop redeeming aspect morrow career undeservedly northern exposure up schlock lame ness math aspect episode diamond Phillip just refuge damned order fugitive mathematician theory bubble long explanation suspect place use bubble theory chalkboard maybe dirt cant look product basically spot point right middle mathematically here most likely fugitive point character point cabin guy live math not f k g dot math major work banking mathematical analysis support point either less complex analysis basic common sense just hammer look nail n't til team calculus middle mountain not child use human shield all number totally ludicrous tv",-1
"this really really bad lama just second rate actor job worth scene angrily fellow cop throat kill jukebox song lyric evidence rest lyric n't future too funny word forgettable score song more interesting script ditto sequel question sequel foreign sale lot n't much world viewing habit",-1
"i n't high rating second half sense unresolved climax not worth trouble however performance john worth hour",-1
" lama star type agent exotic beauty daughter force employer o j board dash credibility not talented ensemble i not fan lama stink however o j lama comatose wife lama jean van renewed interest o j trial parent extra channel n't Amish community moron portable tv collection lame action sequence intrigue shock value o j fireball liner unintentional humor bobby knight complete camp classic bad",-1
"i n't people stinking heap trash funny attempt humor cruelty disgust stupidity little reason stay end sure very pretty never enough ben still try hard plot obviously very talented loser not scene believable shot badly poorly brother away film cost just bonus time not immune humor opinion wife too day saw rush hour silly just",-1
"up new season big little mosque fan however new season absolutely new Christian vicar entire intent always prejudice new vicar ruin premise Christian very bad light Christian camaraderie reverend not more just not worth more still lot change old format",-1
"who awful comedy show little mosque prairie kind people watch self liberal defender ethnic group n't good funny not old people people idea comedy incredibly predictable badly stale joke really audience comedy really old people audience soon audience curious actually hip funny young people no old white guy joke kind bad look comedy air farce finally just air goodness still lame duck hour minute mercer not poor excuse comedy little mosque prairie funny funny shame tax dollar few people",-1
"unlike many n't premise theme least bit offensive execution however entirely many b decent gag trailer most minute anticipation morsel real humor least remote carpet fiber couple exception awful comical cast member well late night not primetime sitcom Canadian admittedly original cultural angle mainly shot replicate success corner gas unfortunately tone script completely wrong prairie final insult apparently n't location work actual small town hard audience downtown exterior proud Canadian hope thing away soon rest world publicist quickly colossal embarrassment sitcom",-1
"this long all though share unwarranted dope scene john weed idiot wig terrible sound worse old cartoon john nasty envious closet homosexual slave discredited albert book song title regular conversation always just john not fan like death too nice funny scene dumb fan john yesterday john line sure croon n't knee wife wig lick laugh day really funny serious try ridiculous john not day funny light guy up far more personable",-1
"i really funny hype clever preview clip hype interview show creator world today world unfortunately n't close joke obvious kind sound kind funny time not new treatment twist all dimensional well mediocre i nice classic recipe always stupid white character white probably little fact almost white character bigoted ignorant not fun white people problem most good comedy problem n't funny funny people many export regular basis producer n't",-1
"this terrible joke all terrible just bad worse people never big fan corner gas least rut season joke character nothing well least corner gas good little mosque prairie typically awful bland comedy nothing episode people honest old people maybe just people actually prairie maybe n't single person like n't totally predictable character less corner gas hopefully n't much longer success entirely premise Muslim different great",-1
"if either amused probably really n't very usual silly second episode little actually contrived mess thinly gimmicky premise initial attention place just lame innocuous anti septic attempt commentary entertainment typically rural hype wear likely ether cancellation shallow merit obsessed Muslim culture west easily most minute idiosyncrasy subject really n't enjoyable satisfying curiosity hype show well issue cultural ethnic dichotomy western ethnic society never entertainment insight",-1
"i excited sitcom hopefully Indian not funny producer probably happy bad good feed far as ready problem stereotype reason usually true really n't funny stereotypical character fresh boat dad n't daughter radical feminist Muslim daughter way terrible actress young modern Indian man run mosque politically correct pretty good actor well very contrived dialog n't well much potential sadly n't really watch episode however great Canadian actress sheila again always natural too bad daughter n't acting ability",-1
"little mosque most boring comedy way easy comedy old most easily viewer year old farmer predictable deathly lame n't performance very hammy n't actor kind dimensional stereotyped character probably exactly very bad joke present controversial well less controversial boring comedy hour minute royal Canadian air farce rick mercer report",-1
"this series just bad worse poorly just plain not funny premise excellent writer inexperience shine hard end insulting second season desperate cast arm smug silly style acting laugh script roll eye head as n't zany n't funny well no not actually gum disease less painful wonder exception corner gas Canadian generally Canadian tv station good Canadian talent pull plug amateurish mess",-1
"once again Canadian tv unwatched premiere episode time sitcom reaction business laughter funny beat stereotype white people terrorist maybe just mass not minute dead horse up commercial break let little conflict script n't able serve cucumber sandwich fast Ramadan start stuff character character cardboard cut interesting make situation point situation comedy strong interesting dynamic character constantly tv set week care character trouble week never too soon thankfully n't name not good sign bland more problem actor none people actually character just as week sitcom actor character fall love inseparable character American sitcom easily identifiable character problem actor project platform big good thing instead big character lifetime year level disinterest character show honest lame concept horrible writing not much actor line not furniture commenter mention tv not sitcom lack much talent look comedy channel puppet kill up trailer park boy not bit big helium dog American potential talent many decent work credit really publicity non event well n't character name sure way dodo let hope full strike nothing good long",-1
"this perfect example stick news sport satirical sketch comedy developer situation comedy combine pizazz king belly beachcomber embarrassment great show kid hall second city share comedic root lame production n't much chance right concept concept direct attempt rip few sitcom success English Canadian history corner gas rest concept cultural clash far original too often crutch screen laziness selection Muslim religion basis fish water character desperate attempt edgy topical joke local reaction newcomer thoroughly insulting intelligence especially audience perfect example just n't Canadian content especially multicultural environment cultural diversity not heavy forced way change diversity television diversity doubt sufficient sitcom talent subtle comparison way diversity corner gas aboriginal character not apart ethnicity heritage story line more realistically character life way ethnicity no more significant personal characteristic formulaic fish water comedy weak comic map story premise too far suspension belief comedy grace talented horribly doubt addition guest example Anglican archbishop dog chance hype episode all almost failed punchline time slot well more coronation street air farce Dr improvement",-1
"i picture pitch dark angel matrix i i chick faith angel shiny black leather chick just any dialogue character decent action budget just loud hot chick shiny black leather big bike dig loud hot chick shiny black leather big bike right flashy shallow dreary formulaic passionless tedious dull dumb humourless desultory barely competent live action action life just way joe fact sad",-1
"while never fan original horrid production value pile crap scrappy most awful character child as well tommy tapeworm bright idea sort short mutant dog saddle character die watch death preferable line little dog simply unfunny grate good episode many year well just franchise mess live action villain scrappy practically",-1
"wow finally action movie action real low budget setting n't hilarious saucer few time future Seattle brain childhood nothing remotely original interesting plot actor performance stupidity attempt mainly matrix money right yes wall slow motion shoot sec scene cool stupid attempt joke male incompetence yes number lead absolutely script previously unseen cast shooting scene as bad possibly fact n't seriously not money",-1
"god head pilot lot huge fan not just titanic credit guarantee quality again leaden strange day thing miserably attention point almost hour duration time barely line synopsis very hard kind coherent plot mess strand top n't acrobatics regular team episode yes gorgeous course fact display single facial expression entire pouty surly bored gal wit attitude schtick pretty soon Mr",-1
"awful simply awful theory star power great tv guy guy schtick chick b o r n g time more interesting watch tv picture sound high c n't negative score com rating theory star power more star power weak indirect proportionality quality star power good quality way more z",-1
"what exciting fairly original series fox tripe season dark angel weekly list not just unfortunately fox fine tune episode season opener totally viewer not new character second season too ridiculous amateurish new continuity credibility too thin second season episode sleeping season biologically n't moral story never work n't",-1
"this just plain dumb casting meek mike hammer fatuous climax film exercise wooden predictability mike hammer detective fiction true sociopath spade piece mystery hammer thing apart truth film hammer boob bad guy well too dumb away poorly drawn popcorn attack part right stooge book dance barre instance bad guy accidentally boss continuity shameful Frau blucher centerline road camera tight low leg way camera wide bad break however popcorn attack bad guy hammer clock second hero clock minute guy fair interesting camera angle grand finale bad reason point",-1
"how mike live penthouse golf bag corner big screen cathode ray tube tv snazzy fireplace bottle rye unfiltered camel couch floor specked office lousy downtown flop house red crust oil mud face trash paperback sure bad desperate scheming producer blank check film noir crap box office hill hot tomato just generally up story line screen writer",-1
"this bad film i mainly morbid curiosity novel wish n't little less hour though turn minute disregard novel lot sort factor film minute impossible way great writer 20th century n't many people bell jar necessarily particular rendition almost day hand director screenwriter justice",-1
